23548568,Computer Graphics Using Open GL (2nd Edition),11000,computer_graphics_opengl.jpg,Combines the principles and major techniques in computer graphics with state-of-the-art examples that relate to things students and professionals see every day on the Internet and in computer-generated movies. DLC: Computer graphics.
28005945,Digital Computer Electronics,0,digital_computer_electronics.jpg,"Striking an ideally balanced approach, this text introduces  students to microprocessor fundamentals by using a  pedagogical SAP (Simple-As-Possible) model computer. The text then relates these fundamentals to three real-world examples: Intel's 8085, Motorola's 6800, and the 6502 chip used by Apple Computers. Instructors can focus on just one of these popular microprocessors, or include the features of others. This edition correlates closely with popular chip trainers and includes added coverage of the Intel 8088 16-bit microprocessors. It also includes a student version of the TASM cross-assembler software program.     Experiments for Digital Computer Electronics, prepared expressly for this Third Edition, contains hardware and software experiments that allow students to expand upon the topics covered in the text through hands-on exercises. An Instructor's Guide containing answers to chapter questions and experiment results is also offered.    "
28646827,"Computer Music: Synthesis, Composition, and Performance",12495,computer_music.gif,"This text reflects the current state of computer technology and music composition.  The authors offer clear, practical overviews of program languages, real-time synthesizers, digital filtering, artificial intelligence, and much more."
002915300X,"Computer Security Handbook, 2nd Edition",5500,,
60574100,The Berenstain Bears' Computer Trouble,1099,berenstain_bears.jpg," When Papa brings home a computer, the whole family is excited. Soon Mama, Brother, Sister, and even Honey start spending all day every day staring at their own computers. It's up to Papa to get the family off the computer and back into the real world! "
60751606,Digital Manga Workshop: An Artist's Guide to Creating Manga Illustrations on Your Computer,2495,," The unique Japanese cartoon style known as manga, with its exaggerated stylistic characters and vivid colors, has caught the attention of America. Now, with the advent of digital tools like Photoshop and Painter, manga artists have discovered new ways of bringing their artwork to life and onto the computer -- with astounding results!   This complete guide presents a wealth of information by exploring the digital possibilities of creating manga-style artwork. It details the entire process, from initial rough sketches, to the finished color image, with in-depth instructions and illustrations that demonstrate the intricacies of each technique. It also deals with a variety of inking and coloring styles.revealing the secrets of how to achieve smooth, highly detailed line art directly on screen, how to recreate the appearance of traditional animation with cel-art techniques, and how to achieve a soft, dreamy, or traditional look with airbrush, watercolor, and painting tools. It also explains how custom backgrounds, special effects, and the use of filters can add the finishing touches that exemplify professional results. "
62730975,The Cartoon Guide to the Computer,1500,,"A fun and easy way to learn about computers, now redesigned to match the other cartoon guides. Illustrated with cartoons throughout."
64671631,Understanding Computers (Harpercollins College Outline Series),1200,,
70004846,"Structure and Interpretation of Computer Programs, Second Edition",14800,,
